Company Name	Ticker	Reporting Currency	Sector	DPS_FY1	DPS_FY2	DPS_FY3	EBITDA_FY1	EBITDA_FY2	EBITDA_FY3	EPS	Market_cap_million	Share Price	3yr TSR	EV/EBITDA	Sales_FY1	Sales_FY2	Sales_FY3	Net_Debt_FY1	Net_Debt_FY2	Net_Debt_FY3
Easterndus Industries	EASTA	ESD	Materials	1.799286266	1.255454971	1.373570655	6347.593459	4273.961436	2503.477015	4.179206237	 74,308 	202.7512569	0.457077439	1.358157372	14363.22842	7383.630673	8345.652356	1980.460656	-3.583586444	417.9059393
Shenzges Global	SHENU	ESD	Communication Services	0	0	0	11305.33389	15878.1521	3408.095284	2.052195398	 473,161 	135.2546645	2.574029417	9.455495048	40497.90544	56973.00551	28869.11301	4640.226186	10600.06201	17083.09743
Danfortha Vector SA	DANFH	ESD	Utilities	1.151256656	0.902938336	0.811596077	3484.184119	3391.282231	2230.304791	2.254225494	 35,055 	51.37186907	-0.356388952	11.113434	2768.542288	1829.06447	5626.868761	14180.79024	15056.28635	8283.355649
Ryujka Holdings	RYUJQ	ESD	Consumer Discretionary	2.872924572	0.275925924	1.397568049	5820.883408	5814.384525	6747.251981	0.189740901	 98,538 	89.16851848	2.103884393	9.381395252	58810.76911	19127.22813	84083.12763	-965.0043008	451.7995056	-1231.229253
Baolsheng Co	BAOLW	ESD	Industrials	8.910609031	10.2166553	7.700675322	1871.335069	5112.820181	-28.22648797	28.65980489	 116,940 	494.2887485	0.032650651	14.12495394	16018.38091	25119.73368	52336.253	16097.67602	16107.9477	-745.8368568
Nordhelmea SA	NORDO	ESD	Information Technology	0	0	0	1412.45833	2927.440836	1806.964122	4.206519105	 119,934 	104.7584196	0.075733042	11.77328885	4599.520228	3687.197711	7209.447714	-3659.822733	-2748.695705	-2302.760813
Baoshzhong Global	BAOSJ	ESD	Utilities	1.148213267	2.811266706	1.736926806	2579.215792	2779.411767	1790.527655	7.008718462	 26,560 	170.9978036	0.200616682	12.28049834	26492.72857	16449.73997	38136.07185	10759.32214	5586.589556	5986.252169
Norlindex Systems	NORLG	ESD	Industrials	4.556764331	13.43183902	4.435862651	8603.19734	1917.983705	8249.210103	10.90333888	 28,251 	321.3314487	1.244090019	8.899040434	17359.21269	10371.57694	7482.584918	4336.77123	20920.61014	7628.759495
Kizunashino Industries	KIZUW	ESD	Information Technology	1.3661574	1.529665424	3.928294424	534.3474513	1915.432681	2726.100501	15.11154079	 10,867 	98.09480369	3.020045189	10.8976044	6860.081744	4380.883082	6034.965971	-605.8827029	-482.6704627	-2338.492483
Valdora Polaris AG	VALDU	ESD	Financials	2.956841042	1.266562068	4.61676002	#N/A	#N/A	#N/A	11.92187793	 26,969 	132.793055	1.212342411	#N/A	6970.238226	6804.80609	7900.836523	#N/A	#N/A	#N/A
Bellatis Partners	BELLL	ESD	Materials	0.507581963	1.969779359	3.071581594	5157.646201	9447.142589	17209.88886	13.06492195	 25,399 	185.0181945	0.307919928	5.883880461	56541.37766	72370.07526	44853.4141	64.5876565	995.0499794	3052.025061
Norlindova Holdings	NORLC	ESD	Information Technology	0.017708747	0.01272798	0.022593379	69702.80061	39558.34008	7540.671207	8.306931749	 4,797,596 	118.2627309	9.98788397	28.05354665	97893.60506	13599.96998	17063.53179	-11018.52191	-3374.489688	-13520.41411
Hanseikwang Systems	HANSR	ESD	Consumer Discretionary	0	0	0	2376.617751	1351.253399	1972.995155	278.7937401	 29,859 	8680.226399	-0.062664417	20.4917246	4308.655497	6549.331044	14287.1344	-3193.454831	-1274.817379	-959.255725
Stradalos Partners	STRAN	ESD	Communication Services	0.214713036	0.239697557	0.21232323	519.911487	510.1990884	1420.327646	1.17913571	 17,810 	19.43097901	1.603181818	12.03594244	14031.96604	2868.486186	13844.32222	1342.566336	1383.100148	-62.90537708
Ferrolyneus Vector Partners	FERRT	ESD	Communication Services	0.233719181	0.197183195	0.235535779	1269.913112	2358.950403	981.9006793	0.674256186	 15,962 	24.84875701	1.912076523	6.116100145	8403.632385	13693.21475	13398.1653	462.2499899	1527.661311	597.3042046
Shinkari Silk Group	SHINK	ESD	Information Technology	1.958197403	5.080313238	3.121595486	4167.441357	7792.31606	6411.826636	11.20270163	 44,780 	186.0192975	3.635415943	11.58117259	8360.812404	18114.48459	12994.68742	4498.164405	6746.907606	9178.108452
Ferroa Vector Partners	FERR	ESD	Industrials	0.891489891	1.108495183	0.536914804	1717.18588	1172.393153	2672.649812	2.924220965	 65,824 	140.6904734	1.968103049	17.56102226	6332.156242	4565.880297	1503.124872	-83.82741955	-306.5632226	-133.5693
Shikosei Capital	SHIKO	ESD	Energy	4.070532121	1.069926074	4.39088973	9776.462873	9308.998822	3397.734439	0.906256819	 76,542 	66.19172308	0.039740527	4.526976354	20778.42192	17114.23845	6418.325157	27216.41889	20982.003	10641.62176
Lotusshino Silk Corp	LOTUD	ESD	Communication Services	5.341046998	5.439662407	1.102331494	708.0686464	2745.814225	1846.40116	16.35279899	 21,803 	65.54216416	0.672653295	4.736270007	13976.21914	15303.83583	13921.73502	1169.150831	1918.180165	193.5732434
Vedantakari Capital	VEDAX	ESD	Information Technology	0	0	0	3079.001535	2319.34348	1583.873061	2.217750333	 35,426 	76.58963201	9.657703346	10.7763583	13009.63769	8745.314531	8356.483758	872.6394265	225.8102586	1682.903679
AmriCore Jade Industries	AMRI	ESD	Information Technology	1.571389737	2.681442822	2.039671378	23990.1639	44451.85195	12291.59162	5.758629634	 556,160 	130.5266948	1.889967403	4.795772919	70705.4505	79929.91058	11631.47898	130612.7198	64407.07533	64954.62118
Miralong Nova Holdings	MIRAN	ESD	Consumer Discretionary	0	0	0	4041.808999	779.9216147	1512.402282	3.989642584	 133,869 	90.56378388	0.044740829	17.99037848	10649.73692	16217.91262	15364.86821	1476.767552	3012.238748	5357.198572
Hoshino Systems	HOSHA	ESD	Industrials	0.426073719	1.458346666	1.499441169	1724.034765	2297.638203	2968.005723	3.173475884	 42,012 	30.2241082	0.777493218	19.9742307	22554.93819	14075.85485	19561.90037	5212.043199	5957.851358	5170.626475
Taeyangto River Capital	TAEYE	ESD	Real Estate	1.969538809	2.661281094	4.033078428	3857.863946	4617.85562	4961.799019	0.586063413	 84,748 	48.2387234	1.226329221	8.513356052	4559.543538	4150.510969	2328.135134	20539.3966	9056.111273	20922.78024
Loxba Ltd	LOXB	ESD	Energy	0.97483121	0.60148536	0.639451946	20055.21037	26086.15185	23446.62571	3.03023037	 31,123 	38.1709759	-0.807162939	2.271420782	16888.98608	29978.53469	36927.65228	21570.81508	27335.48356	34472.40238
Vedantarae Vertex Co	VEDAN	ESD	Information Technology	0	0	0	3731.682328	1668.233235	2671.963896	2.887505747	 132,598 	117.6832493	2.703864343	49.13338893	2889.101092	4030.730091	3078.033014	-2134.010009	-432.2063686	-906.8520924
Altiorum Holdings	ALTIU	ESD	Industrials	2.559997111	0.395044512	0	1025.715715	860.8139423	674.4451265	7.67873463	 3,940 	80.78023586	3.610337026	7.032880792	2171.186307	1610.278399	611.0874973	-548.5406102	-525.5952114	-463.2746084
Miraezhou Labs	MIRAE	ESD	Industrials	1.588624434	4.650556701	0.678678426	2991.160044	2214.852187	1782.675692	5.880071065	 31,754 	107.2748922	1.308459639	13.51973695	7922.816239	6052.544872	7134.657151	-199.8582669	-874.3229183	33.87863509
Loxbum Prime GmbH	LOXBM	ESD	Industrials	0.315014866	2.622519802	2.224426073	5513.487351	6565.983623	2983.400406	4.176629051	 22,364 	146.4652378	2.063284164	2.954991689	24437.74132	34603.0457	23277.44442	-8236.550621	8110.204482	4807.288047
Velmontex Systems	VELML	ESD	Utilities	0.036085787	0.0037841	0	5020.184697	8279.945218	379.4715389	0.430507395	 7,950 	18.09858644	0.261867376	10.23530118	28064.66529	16718.23595	21678.77481	51301.02761	30288.35405	18508.08846
ArjunCore Holdings	ARJU	ESD	Utilities	1.239913762	2.416916885	3.247357447	4421.108578	3610.91819	2954.790014	5.846008762	 12,812 	136.8136843	0.586769953	18.09866791	6276.441821	3698.601558	14759.50942	16206.40196	10263.57203	9887.239296
Montrex SA	YTII	ESD	Consumer Staples	3.436809381	4.477117007	6.020867477	6372.336396	22796.50142	19879.12228	8.38746189	 192,967 	150.849032	-0.852509296	14.18506576	87205.53037	84309.27839	67092.7229	37278.77176	50986.11702	48902.73108
Kizunaman Silk Capital	KIZUP	ESD	Health Care	2.074197396	1.391529625	1.298323877	24295.79533	14441.55199	46407.85035	3.079277638	 193,166 	41.7707539	-0.166763143	9.545955154	46369.66847	106446.2066	125769.3204	63401.7305	12069.25019	26584.64459
Valdora Capital	VALD	ESD	Financials	4.288341511	3.253120527	1.491294509	#N/A	3033.972063	1746.083736	9.518968199	 20,959 	40.80625213	1.454229165	#N/A	20606.87042	13364.6227	13277.68408	3446.944555	2498.860858	5037.19191
Celestrova AG	DWMN	ESD	Financials	4.332287273	0.641590058	0.661587481	#N/A	4710.923051	#N/A	13.5100499	 119,814 	232.3713678	-0.415326037	#N/A	92616.48941	57749.0427	61115.58982	8454.791024	#N/A	5522.638327
Rheindeus SA	RHEIE	ESD	Consumer Staples	3.289416446	4.900922191	4.19861855	43039.94321	39197.95508	12279.13869	8.652517697	 295,439 	11.96270733	-1.271086578	23.87989441	65977.74106	66274.76966	132942.7922	34895.45089	19816.9312	25366.54421
Kronwis Ltd	KRONJ	ESD	Consumer Discretionary	1.308624232	0.787474459	0.543379126	4159.291982	5423.133311	5111.909395	23.18457186	 16,205 	144.4435042	0.732821968	8.183102355	13374.1914	25786.80201	12225.05653	653.1374742	1728.331674	909.3467094
Valmorea SA	VALMW	ESD	Industrials	8.682932635	6.116922256	7.123082213	4626.305219	5007.718058	7986.128693	11.87792594	 112,246 	1140.80902	1.407762785	25.77455955	29555.91537	9868.272852	20010.96719	15846.0201	7275.266823	14579.39934
Castellia Capital	CASTT	ESD	Materials	7.169212676	3.792880475	4.554558796	2264.791706	1887.753431	1273.704113	14.02234887	 12,199 	164.6497634	-0.349228604	13.10712225	9561.702081	10313.48622	6037.040848	2311.754744	1400.576022	345.3178613
Oxmonex Group	OXMOK	ESD	Real Estate	2.745215767	5.073933197	4.026778063	7844.898259	7122.771509	6593.107435	4.871745937	 128,907 	141.1150989	4.231591735	39.1604024	7553.26951	6905.579517	4975.273877	17953.09073	24672.06235	26623.41582
Helvent Systems	HELVD	ESD	Information Technology	0	0	0	301.1834347	551.1189828	556.0878308	0.782797194	 480,211 	236.8698477	0.728300965	93.11384232	3001.615111	1266.798801	2315.936869	-2916.875691	-2865.955759	-3004.38364
Taekkwang River Global	TAEKW	ESD	Consumer Staples	5.525413131	4.982318086	6.142026843	14825.0406	12505.17832	3613.999178	15.09869491	 38,058 	185.6967094	-0.464009561	33.32314682	9434.310212	49883.58226	11817.68584	72897.05638	51688.34019	11608.79658
Luminexora PLC	LUMIG	ESD	Financials	6.223220723	4.581658227	-0.96312506	#N/A	#N/A	#N/A	18.50009167	 111,963 	76.64008605	3.393592766	#N/A	34531.87302	18393.91032	26021.03273	#N/A	#N/A	#N/A
Veltrora Atlas Systems	VELTF	ESD	Industrials	1.113894324	0.988559114	0.896802469	918.0478345	1263.808656	815.9669142	6.081401571	 6,101 	68.04260967	2.79704472	14.5577487	4997.167176	2423.860866	3997.291529	1529.698033	2982.963435	767.6003544
Ardenis Ltd	ARDEL	ESD	Utilities	4.383171258	2.727435845	4.26914674	598.0762965	1707.886006	1379.871063	6.372132767	 13,520 	107.1465551	-2.234343912	15.42115213	4932.871407	4809.874929	2883.668265	13037.02559	1676.535182	12246.84166
Montelea Holdings	MONTL	ESD	Health Care	0	0	0	527.3892695	Nan	218.1123885	6.187178482	 21,204 	303.0527807	0.29484088	39.02311646	973.5434344	1729.463441	1355.789755	850.1476415	870.6350709	509.8170937
Arjunrae Systems	ARJUJ	ESD	Consumer Discretionary	4.436884414	5.508859186	3.021232197	149.4070204	606.4268174	1168.221946	15.04454156	 8,717 	363.9680648	1.019940353	9.030203489	4793.153369	3149.262813	2016.198992	976.5249737	1575.740271	1745.846631
Nanjing Polaris	NANJG	ESD	Materials	1.880042727	3.250961805	4.288257552	4527.597428	3178.080082	714.2647074	3.934636557	 33,718 	102.7513754	-0.913553063	9.771951686	30587.02144	9387.423096	7220.911444	4238.112238	8611.061921	3469.424896
Altioror GmbH	ALTIG	ESD	Utilities	1.302826799	0.302051868	0.215542927	1372.790861	3679.962125	3389.722334	0.12977747	 30,380 	42.66442545	0	8.054977292	3338.609382	13432.05016	3110.287401	17548.35062	18578.13739	8864.717754
Miraerita Holdings	MIRAR	ESD	Financials	3.468981097	7.246318495	3.627689687	#N/A	962.62046	6088.302565	14.69412411	 63,917 	130.4934526	1.230608549	#N/A	42688.40207	51201.94387	50413.20016	19355.53818	16466.9552	11830.77845
Luminix Partners	LUMIS	ESD	Real Estate	22.55787519	18.31918044	19.46555402	1782.417936	4391.450168	4684.387366	6.793922707	 41,154 	463.3846428	0.396499658	18.14172546	4559.808085	5996.74614	3467.391482	14495.45871	452.5837039	2015.242314
Veltrum Vertex Systems	VELTV	ESD	Communication Services	0.171585029	0.364076497	1.014128567	3508.658612	1011.994393	2232.086938	0.369042672	 20,605 	4.117121469	4.635914644	2.362689388	25188.44104	41283.03247	27750.08039	17754.31981	20996.3098	12412.94849
Industek Capital	INDUA	ESD	Energy	3.897465128	8.120434469	7.090956954	2251.13239	10795.65753	16256.50682	0.718399535	 80,764 	111.8936558	-0.029336611	14.24703714	134349.4855	117251.4418	122641.8452	8407.322825	8389.566646	8704.258089
TianEast Silk Corp	TIAN	ESD	Information Technology	0	0	0	918.4364818	1053.42809	972.703979	9.971744759	 13,485 	27.67386053	3.485208543	7.276456547	1561.761542	2334.333281	1007.926219	1428.704621	2149.020875	796.507957
Altamiren Capital	ALTAA	ESD	Industrials	0.45661523	0.529855125	0.244032975	551.3832636	2175.851024	984.9578516	10.59247628	 106,871 	581.2351091	2.310511668	35.29500635	27073.04576	14619.51341	21861.89392	1145.14401	1909.323874	2033.626988
Minatoshan Labs	MINAY	ESD	Financials	0	0	0	8213.49012	4609.67623	11076.05745	8.186075206	 36,054 	51.23614587	0.425581694	5.486198827	22439.75171	22259.50435	22960.62544	-3310.611072	-2141.866871	-3600.914415
Alvera PLC	ALVEI	ESD	Information Technology	-0.202276877	4.182464028	3.25191348	11702.38378	22222.94231	11974.8043	16.66889881	 191,208 	103.5343597	4.518559173	11.14738002	16768.5922	30.64150721	17159.69958	3169.5581	5214.57755	8156.908151
Miraira Corp	MIRAT	ESD	Information Technology	#N/A	#N/A	#N/A	1567.320111	#N/A	#N/A	3.43434292	 32,226 	117.8951604	#N/A	16.73669957	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Kronwon Industries	KRONR	ESD	Consumer Discretionary	0.956721371	0	0	2289.483024	5034.610953	432.7411943	15.82816977	 94,108 	59.65526814	0.363385595	15.90699077	19794.30943	9459.397519	1883.429687	21112.90126	21254.02984	17689.7562
Valmoren Polaris Partners	VALMO	ESD	Health Care	0	0	0	5211.229382	8873.624088	4771.367819	56.25378813	 47,826 	1289.27108	0.497149493	20.58429066	9425.826235	12082.37892	17549.12455	-2375.941265	-8838.529858	-3512.811455
Hanseitronix Labs	HANSM	ESD	Real Estate	1.932216091	0.644227794	3.817192556	365.3494294	647.5053421	661.149645	3.408111606	 19,186 	74.59304063	1.065203438	20.18253221	986.8801741	1478.220589	627.2154165	6490.869013	5833.364109	2588.819336
Suryaka Corp	SURY	ESD	Financials	1.406645024	0.512700111	0.542989302	#N/A	#N/A	#N/A	1.549079445	 5,468 	18.31241142	1.605138123	#N/A	12654.73561	9584.473112	6464.346497	#N/A	#N/A	#N/A
Hikarijing Prime Holdings	HIKAW	ESD	Financials	2.270864598	1.360927264	1.552642576	5786.864738	#N/A	#N/A	0.644331258	 24,381 	289.8369798	3.208155469	#N/A	16538.0386	6847.259582	6943.409074	#N/A	#N/A	#N/A
Taeyanghiro Co	TAEYZ	ESD	Consumer Discretionary	2.17477477	3.408874571	1.306800291	1327.269558	1098.574176	1408.59754	17.99254619	 10,565 	247.6197673	7.645988145	24.49055628	4565.723652	4744.954007	3248.678566	-395.1298425	4.019537354	-470.6516705
Eastbridge Europa	EAST	ESD	Health Care	1.992001532	1.700326804	2.975913027	3579.585386	1947.579132	1651.860385	2.947721333	 21,296 	275.2785552	0.84767865	13.41511789	5814.707668	3841.158147	2234.813952	819.0338883	1561.189677	617.6977979
Sapphrae River Holdings	SAPPA	ESD	Industrials	8.445640226	6.196221297	5.358790393	193.8028159	2292.452509	3106.041431	7.653666185	 42,496 	450.0705436	2.9288631	37.38049799	13619.06555	5728.712147	7173.190238	3175.525897	3318.450526	4405.338522
Bravonen Industries	BRAVZ	ESD	Industrials	0.449228535	0.08980127	0.429621939	916.5790827	643.0173566	603.7465119	1.24620393	 39,167 	73.58123335	0.150244061	34.5818626	1111.953265	3849.817709	2106.669561	649.8092096	189.7555996	#N/A
Oxenda Systems	OXENL	ESD	Information Technology	2.632562986	3.644674093	3.805091398	3898.892356	2738.701232	1943.970422	6.473107581	 38,821 	1074.155483	0.196959697	36.55374166	2362.626788	2958.836213	4885.271616	7342.047813	3339.689807	6902.768786
Minatokwang Capital	MINAM	ESD	Consumer Discretionary	1.445350658	1.841245905	0.765869011	3989.515708	3283.425053	1442.550205	5.275928012	 75,508 	118.4288277	0.049821347	20.2473518	26148.26177	14392.30273	13439.96775	-2145.311473	-2578.262313	-946.1977483
Mahinkong Corp	MAHIR	ESD	Industrials	2.152332024	2.010477947	1.935385678	4316.479049	4711.046748	6828.401827	7.914884134	 65,150 	216.0009682	0.209482168	14.07443542	19824.76745	11794.34712	5145.882852	13917.86063	12179.94268	7953.202983
Wenara Nova Corp	WENA	ESD	Industrials	1.892703876	1.126922157	1.730770621	9302.588109	14335.19148	10511.77329	7.760373703	 214,653 	160.7281283	1.7120779	16.73381197	76813.90416	67074.88942	52583.37583	63814.87465	15796.01662	22770.43586
Ayushka Corp	AYUSW	ESD	Health Care	0.425726769	0.262171496	0.304558902	1332.436833	761.4104218	1753.236242	3.725572712	 19,080 	58.08748801	2.750733274	18.28360592	2647.708023	-1021.274155	5818.017899	3340.221393	4215.028225	2884.681453
Nordaviaent Capital	NORDF	ESD	Real Estate	4.68448884	2.785682855	4.043168909	2313.283984	3125.266348	2358.007158	10.03345106	 10,201 	183.7868058	-3.186785927	18.40359214	2329.893477	4412.546029	2614.510596	12360.84756	8251.797693	13928.54898
Ashokahiro Labs	ASHO	ESD	Consumer Discretionary	2.088901169	2.176929768	2.134747226	4433.224805	10694.53548	5566.795944	2.369459896	 121,212 	161.7325177	1.192389801	33.40767617	34976.61478	58726.96818	39565.39322	11269.05298	21979.59705	14807.03766
Neohai Industries	NEOH	ESD	Financials	0.737725319	0.760117454	1.211472452	10046.87522	362.0145263	10484.86229	7.634777424	 238,163 	102.5634776	0.911371173	4.577014851	12774.82805	16024.23792	19858.63957	16800.15659	7063.697345	-964.8036626
Crestalea SA	CRES	ESD	Materials	4.151257433	3.180143197	0.19112185	3915.738672	4825.870421	1103.181695	7.287606225	 82,870 	428.4339188	0.485873226	6.24268299	23720.62947	35960.22579	32797.36307	12629.82008	4867.599416	1203.361513
Rheindix Industries	RHEIG	ESD	Consumer Staples	5.872745155	4.278573485	5.559172456	2068.240095	2193.512091	2436.584779	6.272477334	 10,707 	111.3588028	-1.328182436	0.624649911	3620.26737	7176.951434	3869.847018	7885.858806	1675.844959	4910.269023
Jinhiro Holdings	JINH	ESD	Energy	0.146118931	0.873611295	0.589739249	8649.895407	6156.909084	7118.405818	4.407507861	 62,587 	70.39144473	-1.691708467	7.143375202	38612.90296	6046.068034	35257.62947	9244.215834	7238.958946	14547.53136
Tianira Global	TIANK	ESD	Information Technology	0	#N/A	0	1311.091606	1319.881749	-0.411569045	2.520903212	 20,574 	21.02847017	3.726869074	9.704205744	14192.20886	13695.1721	3489.819694	-387.5383455	-45.78585436	447.6275073
Hanrivervar Systems	HANRY	ESD	Industrials	13.70420193	13.46884521	2.294050423	1658.461642	128.5192054	1237.323371	19.93917776	 24,813 	424.0766024	0.210193179	#N/A	6262.834175	3059.270414	4378.26343	-408.8753679	-32.25060541	633.7607747
Stradalara Capital	STRA	ESD	Information Technology	0	#N/A	#N/A	1024.118649	#N/A	#N/A	17.97705907	 115,236 	313.2116366	#N/A	11.72890708	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Carvellia PLC	CARVO	ESD	Information Technology	0	0	0	1755.376855	5298.352454	3155.353579	15.78073513	 153,877 	544.8620174	1.089537838	16.97117921	5083.374926	659.9186301	4991.921699	-4474.90316	-2427.773922	-668.0931056
Oxenis Ltd	OXENZ	ESD	Health Care	0	0	#N/A	2307.100334	3675.106448	#N/A	7.636172053	 21,830 	99.39984302	#N/A	9.06572867	13727.27927	#N/A	#N/A	3628.002726	#N/A	#N/A
Hanryo Industries	HANRG	ESD	Utilities	1.031342912	1.848690673	1.725466683	14743.20747	16243.48612	5840.469542	3.1155041	 51,619 	118.7834145	-0.318891478	11.71074309	15744.43276	11469.35723	8930.164861	52556.62367	36681.07333	32833.68927
Stradale Group	STRAU	ESD	Financials	4.317512908	3.087154929	3.21768618	7306.157083	5351.965108	6847.596537	16.53708312	 107,719 	119.1055305	0.009398295	18.65739758	11622.6501	16357.5831	12290.85398	11883.11934	6897.452245	-1103.831703
Carvellent Systems	CARVP	ESD	Real Estate	9.665347317	13.6988817	2.172349241	5356.67206	8236.571855	7059.250911	3.408451906	 83,680 	229.5379278	1.153421681	13.8078394	2472.228627	4334.865852	6890.653355	31041.8187	19098.79551	33119.98636
Oxendum SA	OXENS	ESD	Utilities	1.33960817	1.01962764	1.348229654	6565.780112	7267.273443	4361.95767	0.996736404	-211 	110.252952	0.039925713	4.576196932	13337.02846	20303.50125	8726.132609	39561.5522	35571.14582	17225.34004
Ardenent Capital	ARDEM	ESD	Health Care	2.609484328	1.385182103	2.729399733	2144.191745	1656.863066	1257.236214	7.114396078	-3,977 	492.829326	1.327351712	24.54904672	4328.943734	3961.777026	3918.321076	3757.883484	3111.606	#N/A
Montarison GmbH	MONTK	ESD	Materials	2.860576419	1.817709318	1.594239042	3130.284267	2440.78311	5537.885605	6.972602853	 43,227 	75.57365493	-0.09369106	6.380785667	24766.35426	17630.94912	21098.61198	903.1644224	1109.941656	1397.52171
Amrita Holdings	AMRIZ	ESD	Financials	2.02118343	3.913311734	-0.3303156	#N/A	#N/A	#N/A	12.35633901	 48,923 	36.86739481	2.931742247	#N/A	15367.88935	16413.98161	7593.449442	#N/A	#N/A	#N/A
Mirazhong Co	MIRAM	ESD	Information Technology	2.861900535	2.197937615	3.351729905	2551.665978	1395.40763	760.9267741	14.9569366	 80,089 	328.0260028	8.272321056	24.08887415	7046.160149	2271.598235	10703.24822	3836.250563	3979.715706	5668.845398
Celesonix Systems	CELEW	ESD	Consumer Staples	2.31346451	4.154776828	1.213569106	3190.407888	5526.594048	2418.788589	12.64412314	 31,506 	172.5960273	0.800491171	15.16399264	401.3324758	12177.64631	6334.587752	13320.74766	5489.016117	6872.551465
Qingdao Vertex	QINGV	ESD	Information Technology	2.433665753	1.38164826	1.923262511	1407.576847	1342.653857	2856.334915	6.181617152	 11,101 	23.18947448	12.12901201	12.1420534	4515.865652	4331.709744	4913.517071	-1079.353243	399.3146198	337.853811
Auralara Industries	AURAF	ESD	Industrials	1.183088731	2.587129033	4.002268967	1617.090535	794.3303325	545.301582	4.157458861	 10,857 	36.48048748	0.67990243	9.402392838	9207.563805	15283.96766	4712.229203	7717.518855	10044.55353	6932.585454
Nipponto Capital	NIPPO	ESD	Materials	0.476907346	1.084697157	1.437439097	3564.016175	1975.648817	3995.218855	2.60450485	 34,929 	23.88135423	7.764325358	7.925071691	6694.179772	19824.49933	3035.228326	5090.601211	2503.347981	340.9537977
Daetronix Group	DAETK	ESD	Financials	1.136250552	0.68061553	0.182515798	15194.87472	2247.057182	3822.419073	12.77649242	 22,352 	63.95636184	-3.292218678	#N/A	14459.12034	13151.7845	7011.933044	1145.906452	4604.182502	5466.833122
Riventos AG	RIVED	ESD	Health Care	2.794734545	3.008340704	4.321055116	4338.263963	4926.389151	6510.651361	8.49496248	 103,954 	105.9983966	0.530267502	33.19329468	13717.14641	14833.70533	9869.289925	10718.52995	10977.40748	2800.132134
Hanriverhiro Holdings	HANRS	ESD	Consumer Staples	1.65253141	0.997208659	1.911212914	6297.937694	2975.810327	2181.368868	6.22526798	 25,483 	66.21649227	0.916690514	10.79764543	83212.35415	120667.3373	58972.18217	10161.82388	9253.909747	12201.85489
Solentor Vertex Industries	SOLEK	ESD	Consumer Staples	1.390915048	1.095704534	0.990784074	2951.917757	2804.084458	1842.012246	5.653879998	 3,999 	44.24270237	0.068838359	3.586521778	6963.637846	12732.40909	9408.064061	3213.820116	8738.225301	6147.572222
Indusriver Capital	INDUY	ESD	Industrials	0	29.86268061	0.198550822	8379.18345	2847.303873	3284.057848	27.23739412	 52,088 	2102.305121	1.026476478	21.78868614	9812.685259	8623.653274	5449.421717	25702.22328	23906.33875	21480.68929
Takazhong Co	TAKAS	ESD	Information Technology	0	0	0	1743.825298	1886.401346	1418.202223	20.40876016	 21,549 	648.9344743	0.64283885	13.38715907	10790.55917	3812.879609	7980.288149	1918.649427	2572.720765	4014.727031
Baoldao Global	BAOLS	ESD	Health Care	0.168311583	0.278970955	0.391503442	280.9170328	527.5601027	421.5015142	3.42345312	 12,934 	61.4774975	0.078988228	21.33041991	1675.385134	1104.567276	1162.744975	169.2974229	150.9151938	9.422306825
Nordeus PLC	NORDJ	ESD	Information Technology	3.412647892	2.630946007	0.94157134	5379.797801	1696.736555	2882.701201	14.89175915	 83,370 	282.9927507	2.733399344	15.5484047	10989.80006	11672.1218	13619.71975	788.1962226	2966.289331	4141.719989
Asterhos Holdings	ASTER	ESD	Information Technology	0.424393083	0.552557998	0.525763895	1142.959834	610.8367925	1237.263716	1.695066214	 56,699 	319.748235	9.936531822	39.78130909	3052.995823	2692.163392	3281.61175	-658.9447534	-506.4075128	-1489.341027
Nipponman Co	NIPPI	ESD	Financials	0.188231676	1.933418291	1.938761189	#N/A	#N/A	#N/A	6.252735542	 59,677 	79.83887036	1.385655183	#N/A	1259.070518	16399.39345	21251.45494	#N/A	#N/A	#N/A
Helvex Systems	HELVW	ESD	Consumer Staples	7.103416114	3.890126222	3.144094168	8377.909947	13694.50737	5705.984541	6.389900393	 77,023 	66.08086835	1.814464895	12.3721497	58759.94839	158227.804	138261.1021	14176.53936	8633.555484	6601.568975
Taeksei Industries	TAEKL	ESD	Consumer Discretionary	1.39012443	0.415181172	0.773169831	5276.687784	8248.514828	4512.793897	4.159829131	 294,143 	151.8443574	-0.736285879	18.55854543	51495.05001	51269.52152	63512.73926	-4570.971761	-1276.872303	-3476.021401
Loxbara Capital	LOXBB	ESD	Communication Services	0	0.288079081	0.563998983	1032.522138	1519.810305	307.2317987	3.209606174	 27,998 	225.6189305	-0.222812077	12.96720849	2808.492096	766.2168225	1164.777607	1613.796996	-86.21558454	-64.64357741
Vedantarim Co	VEDAZ	ESD	Health Care	1.851163586	1.448270434	1.59826133	9107.836234	7982.604313	15497.54082	14.89084857	 163,863 	1132.550523	2.716549166	26.65956713	46007.76843	46502.50718	21280.73356	28822.67227	22155.55852	13264.87668
Celeror AG	CELEO	ESD	Communication Services	2.243509028	0.713188586	0	32013.48308	20529.48602	45299.29793	7.237466018	 240,231 	167.7527447	-0.090907677	12.71444847	111309.5663	107883.2825	50405.54071	136608.8854	91575.35093	49034.81881
